ลำดับ,ภูมิภาค,รหัสจังหวัด,จังหวัด (ไทย),จังหวัด (อังกฤษ),รหัสอำเภอ,อำเภอ/เขต (ไทย),อำเภอ/เขต (อังกฤษ),รหัสตำบล,ตำบล/แขวง (ไทย),ตำบล/แขวง (อังกฤษ),รหัสไปรษณีย์
5374,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640504,แม่สิน,Mae Sin,64130
5375,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640505,บ้านตึก,Ban Tuek,64130
5376,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640506,หนองอ้อ,Nong O,64130
5377,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640507,ท่าชัย,Tha Chai,64190
5378,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640508,ศรีสัชนาลัย,Si Satchanalai,64190
5379,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640509,ดงคู่,Dong Khu,64130
5380,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640510,บ้านแก่ง,Ban Kaeng,64130
5381,ภาคกลาง,64,สุโขทัย,Sukhothai,6405,ศรีสัชนาลัย,Si Satchanalai,640511,สารจิตร,Sarachit,64130
5382,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640601,คลองตาล,Khlong Tan,64120
5383,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640602,วังลึก,Wang Luek,64120
5384,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640603,สามเรือน,Sam Ruean,64120
5385,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640604,บ้านนา,Ban Na,64120
5386,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640605,วังทอง,Wang Thong,64120
5387,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640606,นาขุนไกร,Na Khun Krai,64120
5388,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640607,เกาะตาเลี้ยง,Ko Ta Liang,64120
5389,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640608,วัดเกาะ,Wat Ko,64120
5390,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640609,บ้านไร่,Ban Rai,64120
5391,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640610,ทับผึ้ง,Thap Phueng,64120
5392,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640611,บ้านซ่าน,Ban San,64120
5393,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640612,วังใหญ่,Wang Yai,64120
5394,ภาคกลาง,64,สุโขทัย,Sukhothai,6406,ศรีสำโรง,Si Samrong,640613,ราวต้นจันทร์,Rao Ton Chan,64120
5395,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640701,เมืองสวรรคโลก,Mueang Sawankhalok,64110
5396,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640702,ในเมือง,Nai Mueang,64110
5397,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640703,คลองกระจง,Khlong Krachong,64110
5398,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640704,วังพิณพาทย์,Wang Phin Phat,64110
5399,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640705,วังไม้ขอน,Wang Mai Khon,64110
5400,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640706,ย่านยาว,Yan Yao,64110
5401,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640707,นาทุ่ง,Na Thung,64110
5402,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640708,คลองยาง,Khlong Yang,64110
5403,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640709,เมืองบางยม,Mueang Bang Yom,64110
5404,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640710,ท่าทอง,Tha Thong,64110
5405,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640711,ปากน้ำ,Pak Nam,64110
5406,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640712,ป่ากุมเกาะ,Pa Kum Ko,64110
5407,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640713,เมืองบางขลัง,Mueang Bang Khlang,64110
5408,ภาคกลาง,64,สุโขทัย,Sukhothai,6407,สวรรคโลก,Sawankhalok,640714,หนองกลับ,Nong Klap,64110
5409,ภาคกลาง,64,สุโขทัย,Sukhothai,6408,ศรีนคร,Si Nakhon,640801,ศรีนคร,Si Nakhon,64180
5410,ภาคกลาง,64,สุโขทัย,Sukhothai,6408,ศรีนคร,Si Nakhon,640802,นครเดิฐ,Nakhon Doet,64180
5411,ภาคกลาง,64,สุโขทัย,Sukhothai,6408,ศรีนคร,Si Nakhon,640803,น้ำขุม,Nam Khum,64180
5412,ภาคกลาง,64,สุโขทัย,Sukhothai,6408,ศรีนคร,Si Nakhon,640804,คลองมะพลับ,Khlong Maphlap,64180
5413,ภาคกลาง,64,สุโขทัย,Sukhothai,6408,ศรีนคร,Si Nakhon,640805,หนองบัว,Nong Bua,64180
5414,ภาคกลาง,64,สุโขทัย,Sukhothai,6409,ทุ่งเสลี่ยม,Thung Saliam,640901,บ้านใหม่ไชยมงคล,Ban Mai Chai Mongkhon,64230
5415,ภาคกลาง,64,สุโขทัย,Sukhothai,6409,ทุ่งเสลี่ยม,Thung Saliam,640902,ไทยชนะศึก,Thai Chana Suek,64150
5416,ภาคกลาง,64,สุโขทัย,Sukhothai,6409,ทุ่งเสลี่ยม,Thung Saliam,640903,ทุ่งเสลี่ยม,Thung Saliam,64150
5417,ภาคกลาง,64,สุโขทัย,Sukhothai,6409,ทุ่งเสลี่ยม,Thung Saliam,640904,กลางดง,Klang Dong,64150
5418,ภาคกลาง,64,สุโขทัย,Sukhothai,6409,ทุ่งเสลี่ยม,Thung Saliam,640905,เขาแก้วศรีสมบูรณ์,Khao Kaeo Si Sombun,64230
5419,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650101,ในเมือง,Nai Mueang,65000
5420,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650102,วังน้ำคู้,Wang Nam Khu,65230
5421,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650103,วัดจันทร์,Wat Chan,65000
5422,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650104,วัดพริก,Wat Phrik,65230
5423,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650105,ท่าทอง,Tha Thong,65000
5424,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650106,ท่าโพธิ์,Tha Pho,65000
5425,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650107,สมอแข,Samo Khae,65000
5426,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650108,ดอนทอง,Don Thong,65000
5427,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650109,บ้านป่า,Ban Pa,65000
5428,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650110,ปากโทก,Pak Thok,65000
5429,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650111,หัวรอ,Hua Ro,65000
5430,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650112,จอมทอง,Chom Thong,65000
5431,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650113,บ้านกร่าง,Ban Krang,65000
5432,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650114,บ้านคลอง,Ban Khlong,65000
5433,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650115,พลายชุมพล,Phlai Chumphon,65000
5434,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650116,มะขามสูง,Makham Sung,65000
5435,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650117,อรัญญิก,Aranyik,65000
5436,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650118,บึงพระ,Bueng Phra,65000
5437,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650119,ไผ่ขอดอน,Phai Kho Don,65000
5438,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6501,เมืองพิษณุโลก,Mueang Phitsanulok,650120,งิ้วงาม,Ngio Ngam,65230
5439,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650201,นครไทย,Nakhon Thai,65120
5440,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650202,หนองกะท้าว,Nong Kathao,65120
5441,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650203,บ้านแยง,Ban Yaeng,65120
5442,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650204,เนินเพิ่ม,Noen Phoem,65120
5443,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650205,นาบัว,Na Bua,65120
5444,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650206,นครชุม,Nakhon Chum,65120
5445,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650207,น้ำกุ่ม,Nam Kum,65120
5446,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650208,ยางโกลน,Yang Klon,65120
5447,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650209,บ่อโพธิ์,Bo Pho,65120
5448,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650210,บ้านพร้าว,Ban Phrao,65120
5449,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6502,นครไทย,Nakhon Thai,650211,ห้วยเฮี้ย,Huai Hia,65120
5450,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650301,ป่าแดง,Pa Daeng,65170
5451,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650302,ชาติตระการ,Chat Trakan,65170
5452,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650303,สวนเมี่ยง,Suan Miang,65170
5453,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650304,บ้านดง,Ban Dong,65170
5454,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650305,บ่อภาค,Bo Phak,65170
5455,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6503,ชาติตระการ,Chat Trakan,650306,ท่าสะแก,Tha Sakae,65170
5456,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650401,บางระกำ,Bang Rakam,65140
5457,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650402,ปลักแรด,Plak Raet,65140
5458,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650403,พันเสา,Phan Sao,65140
5459,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650404,วังอิทก,Wang I Thok,65140
5460,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650405,บึงกอก,Bueng Kok,65140
5461,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650406,หนองกุลา,Nong Kula,65140
5462,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650407,ชุมแสงสงคราม,Chum Saeng Songkhram,65240
5463,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650408,นิคมพัฒนา,Nikhom Phatthana,65140
5464,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650409,บ่อทอง,Bo Thong,65140
5465,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650410,ท่านางงาม,Tha Nang Ngam,65140
5466,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6504,บางระกำ,Bang Rakam,650411,คุยม่วง,Khui Muang,65240
5467,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650501,บางกระทุ่ม,Bang Krathum,65110
5468,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650502,บ้านไร่,Ban Rai,65110
5469,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650503,โคกสลุด,Khok Salut,65110
5470,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650504,สนามคลี,Sanam Khli,65110
5471,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650505,ท่าตาล,Tha Tan,65110
5472,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650506,ไผ่ล้อม,Phai Lom,65110
5473,ภาคกลาง,65,พิษณุโลก,Phitsanulok,6505,บางกระทุ่ม,Bang Krathum,650507,นครป่าหมาก,Nakhon Pa Mak,65110
